"title","url","date"
"Matt Damon shows off his muscular biceps while sunbathing poolside with his bikini-clad wife Luciana Barroso while vacationing with Chris and Liam Hemsworth in Mykonos","https://www.dailymail.co.uk/tvshowbiz/article-12252669/Matt-Damon-goes-shirtless-sunbathing-poolside-bikini-clad-wife-Mykonos.html","2023-07-01"
"Man who removed another's testicle as part of an extreme fetish group that live-streamed castrations on 'eunuch maker' website is convicted of GBH","https://www.dailymail.co.uk/news/article-12252435/Man-removed-anothers-testicle-extreme-fetish-group-convicted-GBH.html","2023-07-01"
"How to spot the signs your dog has got DEMENTIA","https://www.dailymail.co.uk/sciencetech/article-12252627/How-spot-signs-dementia-dog.html","2023-07-01"
"Stunned scientists find 100-year-old Royal Navy submarine buried under town park - confirming local urban legend that has been gossiped about for decades","https://www.dailymail.co.uk/sciencetech/article-12251253/Stunned-scientists-100-year-old-Royal-Navy-submarine-buried-town-park.html","2023-07-01"
"Many women dream of larger breasts... But the experts say a bigger bust is NOT the key to happiness","https://www.dailymail.co.uk/sciencetech/article-12252961/Many-women-dream-larger-breasts-experts-say-bigger-bust-NOT-key-happiness.html","2023-07-01"
"'They're a financial house - they're not there to do social engineering': Vicar accuses Yorkshire Building Society of 'bullying' for closing his account over his trans protest - after Nigel Farage said he was among their customers also kicked out","https://www.dailymail.co.uk/news/article-12253081/Vicar-accuses-Yorkshire-Building-Society-bullying-closing-account-trans-protest.html","2023-07-01"
"Council is ordered to halt 4-day week 'immediately': Minister pens fiery letter to demand value for taxpayers","https://www.dailymail.co.uk/news/article-12253049/Council-ordered-halt-4-day-week-immediately-minister-pens-fiery-letter.html","2023-07-01"
"Pervert Las Vegas boy, 17, SMIRKS as he's sentenced to up to 40 years in jail for violent attack on teacher which saw him rape and strangle her before slashing victim's wrists","https://www.dailymail.co.uk/news/article-12251325/Las-Vegas-teenager-sentenced-16-years-jail-violent-attack-teacher.html","2023-07-01"
"Now find her killer: Nieces of 'loving' aunt who was finally identified 45 years after her decaying remains were found stuffed in a garment bag on the roadside urge cops to find culprit as they admit boyfriend is prime suspect","https://www.dailymail.co.uk/news/article-12224353/Nieces-loving-aunt-remains-identified-45-years-urge-cops-killer.html","2023-07-01"
"Tears for the Titan: Sub rescue crew leader breaks down as he recalls the moment they found debris on the sea floor and confirms an underwater vehicle was lost in the desperate search for the doomed vessel after it imploded killing five onboard","https://www.dailymail.co.uk/news/article-12252049/Titan-sub-rescue-crew-leader-breaks-reveals-moment-debris.html","2023-07-01"
"Delighted teenager is taken to prom by the police after a last-minute issue with her planned transport","https://www.dailymail.co.uk/femail/article-12253765/Teenager-taken-prom-police-minute-issue-planned-transport.html","2023-07-01"
"Miss England organisers 'bow to the woke brigade' by scrapping the pageant's controversial bikini round","https://www.dailymail.co.uk/news/article-12252925/Miss-England-organisers-bow-woke-brigade-scrapping-bikini-round.html","2023-07-01"
"Stag party who snatched Just Stop Oil banner while chanting 'we love you oil, we do' during eco-morons' London demo arrive in Ibiza hours later - and will take their prized possession clubbing with them (...it might make the wedding photos too!)","https://www.dailymail.co.uk/news/article-12252001/Stag-party-crashed-Just-Stop-Oil-protest-taken-banner-Ibiza.html","2023-07-01"
"Men deny murdering council worker in her Liverpool back garden when gunman burst into her house and gunned her down in botched hit job","https://www.dailymail.co.uk/news/article-12252073/Men-deny-murdering-council-worker-Liverpool-garden.html","2023-07-01"
"Britain could be home to the world's first 'green', hydrogen-powered crematorium as early as next year","https://www.dailymail.co.uk/sciencetech/article-12253099/Britain-home-worlds-green-hydrogen-powered-crematorium.html","2023-07-01"
"Woman, 20, reveals she spent £22,000 on a nose job and a Brazilian butt lift - but trolls say she looks worse","https://www.dailymail.co.uk/femail/article-12253673/I-spent-22-000-nose-job-Brazilian-butt-lift-trolls-say-look-worse.html","2023-07-01"
"From Rihanna's shock Super Bowl reveal to Beyonce's lavish lingerie shoot... the most outlandish celebrity pregnancy reveals","https://www.dailymail.co.uk/tvshowbiz/article-12219139/Epic-celebrity-baby-reveals-Kourtney-Kardashian-Travis-Barker-pregnancy-announcement.html","2023-07-01"
"Flight chaos as three passengers are rushed to hospital after plane is hit by 'severe turbulence'","https://www.dailymail.co.uk/news/article-12253279/Hawaiian-Airlines-flight-Sydney-Three-passengers-hospitalised-severe-turbulence.html","2023-07-01"
"All hail the queen! Rihanna brags about being the FIRST female artist to have ten songs with one BILLION Spotify streams - despite not having released a new album in SEVEN years","https://www.dailymail.co.uk/tvshowbiz/article-12252801/Rihanna-female-artist-ten-songs-one-BILLION-Spotify-streams.html","2023-07-01"
"Say A.I. do! American couple uses ChatGPT to officiate their WEDDING because robot is 'easier and cheaper' than a real person","https://www.dailymail.co.uk/femail/article-12252055/Colorado-couple-uses-AI-powered-robot-ChatGPT-officiate-wedding.html","2023-07-01"
"More than 200 dead dolphins and sea lions have washed up on California beaches amid toxic algal bloom crisis - with beachgoers making 60 reports of marine animals in distress every HOUR","https://www.dailymail.co.uk/news/article-12253479/More-200-dead-dolphins-sea-lions-washed-California-beaches-amid-toxic-algal-bloom.html","2023-07-01"
"Disturbing moment elderly woman is stung by HUNDREDS of bees outside her home and staggers to her car before falling to the ground: 'They were relentless'","https://www.dailymail.co.uk/news/article-12251853/Elderly-woman-stung-HUNDREDS-bees-outside-home-falling-ground.html","2023-07-01"
"Mother says her son, 13, was banned from wearing shorts in school during the heatwave - but was told a skirt is fine","https://www.dailymail.co.uk/femail/parenting/article-12251379/My-son-banned-wearing-shorts-school-heatwave-told-skirt-fine.html","2023-07-01"
"Hot mama! Gisele Bundchen, 42, displays her supermodel frame and pert posterior as she shows off her surfing skills while holidaying in Costa Rica with her children","https://www.dailymail.co.uk/tvshowbiz/article-12252343/Gisele-Bundchen-wows-skimpy-bikini-shows-surfing-skills.html","2023-07-01"
